Computer,DeleteStatus,CreatedDateTime,ObjectID,DeviceID
DuplicateDevice490,,2021-05-27T04:34:16Z,6d6c04a0-728b-4a85-9516-d36bdfcec169,3f9e51f0-683f-440a-b2ee-602b2a829e2a
DuplicateDevice490,,2021-05-27T04:34:14Z,ca568169-6c6e-47f8-bb0d-47f69afac7b8,5b309a9b-13cc-4d51-bcde-346dc22b86ab
DuplicateDevice490,Do Not Delete,2021-05-27T04:34:27Z,3acc30cf-faeb-4585-beb9-18b765f8eebc,7d34c69d-08e6-460a-b598-2db52fed9069
DuplicateDevice490,,2021-05-27T04:34:25Z,8b8154be-2623-4a47-9155-acaaf8ba1971,03d56297-42d0-4b35-b607-ca3b1fbcc53b
DuplicateDevice490,,2021-05-27T04:34:21Z,48f6ac53-5c58-4151-bc46-867c88874969,57011dca-f784-4d24-ba9d-38aca018bddd
DuplicateDevice490,,2021-05-27T04:34:03Z,b334033d-623d-4db4-876a-ba513a988f8f,3819be1d-a455-43e9-be30-9c2038a6cd70
DuplicateDevice490,,2021-05-27T04:34:19Z,245a6f9b-842e-466e-a7a5-628e5dba98d8,9224be8f-7ef0-433c-ab46-b401116b6214
DuplicateDevice490,,2021-05-27T04:34:23Z,d7d6c33d-6d01-4835-be91-3610825d03b1,5747d5a9-4ffe-4d63-bc9d-747452191161
DuplicateDevice490,,2021-05-27T04:34:12Z,51706cea-b4b1-42ee-9c6c-a7dc34483c93,3fc4512c-e8be-4f0c-be32-a249be36d54e
DuplicateDevice490,,2021-05-27T04:34:05Z,d89693d3-def9-45bd-9afe-24ab74c11f62,4030a25e-8c87-4df0-b90e-7d18a112b533
DuplicateDevice490,,2021-05-27T04:33:59Z,17bf171c-fa0b-45ee-8208-dd32923257c0,60343fbf-cf39-4aa0-9d71-4818b9fc881e
DuplicateDevice490,,2021-05-27T04:34:01Z,2b2078af-03f5-4189-a0cd-0aaa6805d31d,ed7d1ab6-40e5-4f2c-bcd9-5d8b18b2fd32
DuplicateDevice490,,2021-05-27T04:34:08Z,e29ec1d1-f25b-48d8-84f6-a93a86002d29,67d5a473-51ec-47fd-b7e9-e8ebcfa511c2
DuplicateDevice490,,2021-05-27T04:34:10Z,a14d5859-2891-4973-9b11-fa5f759e8b4e,1b161259-49cc-41ff-9cef-45336f54caa1
DuplicateDevice271,,2021-05-27T02:43:25Z,2b35a32c-9f08-4355-898d-742fde457783,39898ca6-ff55-4942-8be9-48c6a93d88b3
DuplicateDevice271,,2021-05-27T02:43:32Z,1018fcb5-0b2f-4656-8b0f-b813030d46e7,fa9a2110-0e40-4121-becf-e7a6d57c74b8
DuplicateDevice271,,2021-05-27T02:43:21Z,e7ee3c59-9095-4485-ba40-9f9eb0d8cfb6,0716f0d0-f190-4203-b015-6d4cd030e98b
DuplicateDevice271,,2021-05-27T02:43:19Z,61afddf9-bd9f-4713-82bf-0e40691065bc,892a21fd-fc22-4190-b212-b581eddb1bbe
DuplicateDevice271,Do Not Delete,2021-05-27T02:43:38Z,da3dce5f-4785-4501-941c-dd55fe125f85,64edb87d-7bf7-4704-a40e-2c13e32c8c7c
DuplicateDevice271,,2021-05-27T02:43:15Z,e16194e1-fb49-44fc-aed1-b06d00de5e2d,0c055c6b-1d04-4d66-806d-22be931ef221
DuplicateDevice271,,2021-05-27T02:43:12Z,fd0e7b65-7461-485f-b9c2-2c3d1eeff18c,1ee1364b-0c25-416c-82de-adced7711e1e
DuplicateDevice271,,2021-05-27T02:43:34Z,32739c98-ea0d-44ff-b17b-084f89d771d2,f1606bad-d8d5-4465-8058-5e48df0c74dd
DuplicateDevice271,,2021-05-27T02:43:28Z,91d825b4-5021-4c4c-bc1b-84a17650776a,b0c5ad4d-bc1b-4a02-96b8-53bb62ad8930
DuplicateDevice271,,2021-05-27T02:43:10Z,86415115-2469-4a19-928b-d5ae499c1298,0d64e72e-f7de-4d8c-a446-f7aa81ce30b9
DuplicateDevice271,,2021-05-27T02:43:36Z,6e445882-fc25-411b-97c5-1233a31220a8,6e4dbf0e-7bd0-42ea-ade5-a0cfa5fd1be0
DuplicateDevice271,,2021-05-27T02:43:30Z,7f33c825-b0c7-4e01-95f8-553021414ba4,9da19398-5bc2-4176-99ee-ef44618f19f1
DuplicateDevice271,,2021-05-27T02:43:17Z,dd82dff6-bcec-4267-a5e1-b7510ff6daed,de07286e-33cb-436c-b907-aa0b7f2918b7
DuplicateDevice271,,2021-05-27T02:43:23Z,a55dccbf-bad5-4269-b309-178c1fc0a617,5cba5de8-3298-43bb-8e39-7c50d3b2303c
DuplicateDevice328,,2021-05-27T03:12:11Z,8d9ca941-a709-46f7-af63-f56478d8c508,454efa63-5231-4ad8-bfbc-07f61e9d4b54
DuplicateDevice328,,2021-05-27T03:12:08Z,3c5e5121-382f-44bd-b79c-191358566350,dafe8b3e-69e5-45a0-ae91-c3a276b60c2e
DuplicateDevice328,,2021-05-27T03:12:00Z,5897cc49-8f48-4636-8d5d-bd16c388dd1c,75985778-0e6b-47ff-9ad2-fe4996c0989c
DuplicateDevice328,,2021-05-27T03:12:21Z,9080317d-fb5c-417e-832c-4fb95be9d8e9,81b0dbed-58e3-4f09-ad5e-c6ea6893b70d
